Date,Open-CD,High-CD,Low-CD,Close-CD,Volume-CD,AD-TI,BBands_Upper-TI,BBands_Middle-TI,BBands_Lower-TI,EMA_12-TI,EMA_26-TI,MACD-TI,MACD_Signal-TI,MACD_Hist-TI,NATR-TI,OBV-TI,RSI-TI,SMA_20-TI,SMA_50-TI,Stoch_K-TI,Stoch_D-TI
2021-07-31,0.8602420091629028,0.8879179954528809,0.8426799774169922,0.8447329998016357,801876,-2882365.011522478,,,,0.768113477192736,0.7345170959772327,0.033596381215503346,0.017892741539494814,0.015703639676008532,8.901815452947567,8790058.0,49.807788321235414,,,66.46135948465101,74.59617853264207
2021-08-01,0.8447960019111633,1.122370958328247,0.8427389860153198,1.0391080379486084,2109341,-2029174.303110917,,,,0.8098049480782549,0.7570793879751124,0.052725560103142444,0.02485930525222434,0.027866254850918103,8.482474221397457,10899399.0,68.39646337041293,,,82.74894133454154,73.56449338192066
2021-08-02,1.026432991027832,1.0352979898452759,0.9245349764823914,0.9251869916915894,1305407,-3319212.5395344533,,,,0.8275560317110755,0.7695318030652218,0.05802422864585366,0.031492289930950206,0.026531938714903454,9.685903384301833,9593992.0,62.595315512748265,,,59.14589401300506,69.45206494406587
2021-08-03,0.9243890047073364,0.9460359811782837,0.8580189943313599,0.9001849889755249,1078871,-3364381.5136034586,0.9893600393699198,0.778710350394249,0.5680606614185781,0.8387297174440678,0.7792098168363554,0.059519900607712395,0.037097812066302645,0.02242208854140975,10.049792189964364,8515121.0,64.75891593415746,0.778710350394249,,53.965784870493614,65.28687340601341
2021-08-04,0.8991770148277283,1.006646990776062,0.8756440281867981,1.0012129545211792,919633,-2521041.736391432,1.0215777430369675,0.7951671481132507,0.568756553189534,0.8637271385328542,0.7956544937018979,0.06807264483095632,0.043292778619233384,0.024779866211722935,9.512426638818642,9434754.0,68.90669936445906,0.7951671481132507,,74.89754357461204,62.66974081937024
2021-08-05,1.0005029439926147,1.0157430171966553,0.9528859853744507,1.0082290172576904,593875,-2069151.7015412147,1.0516901567520605,0.8061162978410721,0.5605424389300837,0.8859581967982136,0.8114007547060307,0.07455744209218296,0.0495457113138233,0.025011730778359657,9.491976787304985,10028629.0,69.39961183110293,0.8061162978410721,,76.35118595432763,68.40483813314442
2021-08-06,1.009166955947876,1.0391240119934082,0.961143970489502,0.9700350165367126,794111,-2682178.4814746175,1.0681204778801425,0.8122785985469818,0.5564367192138211,0.8988930921425982,0.8231514407675627,0.07574165137503541,0.05478489932606572,0.02095675204896969,10.036302746220423,9234518.0,65.40219028288033,0.8122785985469818,,68.43785618748052,73.2288619054734
2021-08-07,0.9698439836502075,1.009587049484253,0.9252039790153503,0.9562259912490845,776555,-2887758.7922015046,1.0840379080278992,0.8205274969339371,0.557017085839975,0.9077135381589807,0.8330088148773052,0.07470472328167554,0.05876886411718769,0.015935859164487857,10.488451123676498,8457963.0,66.10727230103058,0.8205274969339371,,65.5767950575394,70.12194573311585
2021-08-08,0.956017017364502,0.962149977684021,0.8958699703216553,0.9281089901924133,620718,-2904634.3747565253,1.0947610179103253,0.8299449473619461,0.565128876813567,0.910851300010278,0.8400532723080539,0.0707980277022241,0.06117469683419497,0.009623330868029127,10.887407653352351,7837245.0,66.44245291370112,0.8299449473619461,,59.05429416872535,64.35631513791509
2021-08-09,0.9279199838638306,1.036424994468689,0.8922640085220337,1.0164070129394531,1335822,-1939792.9142553862,1.1149826332895396,0.8462570488452912,0.5775314644010427,0.9270906404609204,0.8531165123548242,0.07397412810609616,0.06373458308857521,0.010239545017520946,10.378316568281312,9173067.0,68.57250633483883,0.8462570488452912,,76.86169283402646,67.16426068676374
